DocumentID 	Filename                                                                       	LockProject 	UserID 	LockDomain  	LockPath                                                       	Busy 	Flushed 	DefValStored 	RevGenCounter 	LatestRevisionNo 	CurrentStatusID 	WorkingVersionModified 	ExtensionID 	LockDate                	UserDocRefsModified 	Deleted 	Shared 	LockViewID                           	Link 	DocTypeID 	ObjectTypeID 	Flags
       427 	Movento-Blu-450-L_MOVENTOblu_MOV_blu_18_MOV_blu_18_Flabo Komoda v2_6.SLDPRT    	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       428 	Mzadek_MOVENTO_MOVENTOblu_MOV_blu_18_MOV_blu_18_Flabo Komoda v2_6.sldprt       	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       429 	MDno zasuvky_MOVENTO_MOVENTOblu_MOV_blu_18_MOV_blu_18_Flabo Komoda v2_6.sldprt 	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       430 	Mpredek_MOVENTO_MOVENTOblu_MOV_blu_18_MOV_blu_18_Flabo Komoda v2_6.sldprt      	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       431 	Mbok Pravy_MOVENTO_MOVENTOblu_MOV_blu_18_MOV_blu_18_Flabo Komoda v2_6.sldprt   	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       432 	MLevy bok_MOVENTO_MOVENTOblu_MOV_blu_18_MOV_blu_18_Flabo Komoda v2_6.sldprt    	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       433 	MOV_blu_18_Flabo Komoda v2_6.sldasm                                            	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          4 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       434 	Movento-Blu-450-P_MOVENTOblu_MOV_blu_18_MOV_blu_18_Flabo Komoda v2_5.SLDPRT    	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       435 	Movento-Blu-450-L_MOVENTOblu_MOV_blu_18_MOV_blu_18_Flabo Komoda v2_5.SLDPRT    	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       436 	Mzadek_MOVENTO_MOVENTOblu_MOV_blu_18_MOV_blu_18_Flabo Komoda v2_5.sldprt       	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       437 	MDno zasuvky_MOVENTO_MOVENTOblu_MOV_blu_18_MOV_blu_18_Flabo Komoda v2_5.sldprt 	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       438 	Mpredek_MOVENTO_MOVENTOblu_MOV_blu_18_MOV_blu_18_Flabo Komoda v2_5.sldprt      	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       439 	Mbok Pravy_MOVENTO_MOVENTOblu_MOV_blu_18_MOV_blu_18_Flabo Komoda v2_5.sldprt   	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       440 	MLevy bok_MOVENTO_MOVENTOblu_MOV_blu_18_MOV_blu_18_Flabo Komoda v2_5.sldprt    	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       441 	MOV_blu_18_Flabo Komoda v2_5.sldasm                                            	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          4 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       442 	dv_pant_Dvere__Flabo Komoda v2_3.SLDPRT                                        	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       443 	dv_frez_Dvere__Flabo Komoda v2_3.SLDPRT                                        	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       444 	dv_stred_Dvere__Flabo Komoda v2_3.SLDPRT                                       	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       445 	dvere_Dvere__Flabo Komoda v2_3.SLDASM                                          	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          4 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       446 	Dvere__Flabo Komoda v2_3.sldasm                                                	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          4 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       447 	dv_pant.SLDPRT                                                                 	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       448 	dv_frez.SLDPRT                                                                 	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       449 	dv_stred.SLDPRT                                                                	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       450 	dvere.SLDASM                                                                   	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          4 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       451 	Dvere__Flabo Komoda v2_1.sldasm                                                	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          4 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       452 	Dowel.SLDPRT                                                                   	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       453 	Dno_Flabo Komoda v2.sldprt                                                     	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       454 	Bok_Pravy_Flabo Komoda v2.sldprt                                               	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       455 	Bok_Levy_Flabo Komoda v2.sldprt                                                	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       456 	Flabo Komoda v2.SLDDRW: Kusovník1                                              	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
       457 	testParams.exe                                                                 	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	         98 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
       458 	SolidVisionEplanClientApp.exe                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	         98 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      1458 	19045-000000.sldasm                                                            	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     1 	          4 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      1459 	19045-000000.SLDDRW                                                            	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     1 	          3 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      1460 	19045-000000.SLDDRW: Kusovník1                                                 	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      1 	     0 	NULL                                 	   0 	1         	           3 	    0
      1461 	19045-000000.SLDDRW: Kusovník1                                                 	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      1 	     0 	NULL                                 	   0 	1         	           3 	    0
      1462 	a3.SLDDRW: Bill of Materials1                                                  	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      1463 	19037-980000.csv                                                               	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	         97 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      1464 	19045-990000.zw1                                                               	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	             10 	                     0 	         99 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      1465 	19045-990000.zw1                                                               	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	             10 	                     0 	         99 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      1466 	19045-990000.zw1                                                               	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	             10 	                     0 	         99 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      1467 	19045-990000.zw1                                                               	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	             10 	                     0 	         99 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      1468 	19045-990000.zw1                                                               	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	             10 	                     0 	         99 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      1469 	19045-990000.zw1                                                               	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	         99 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      1470 	CHECKINTEST.zw1                                                                	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	             10 	                     0 	         99 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      1471 	CHECKINTEST.zw1                                                                	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	         99 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      1472 	CHECKINTEST.zw1                                                                	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	             10 	                     0 	         99 	NULL                    	0                   	      1 	     1 	NULL                                 	   0 	1         	           1 	    0
      1473 	CHECKINTEST.zw1                                                                	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	         99 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      1474 	0033492.SLDDRW: Kusovník1                                                      	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      1475 	19045-000000.SLDDRW                                                            	        174 	     2 	DELL-SMUTNY 	C:\POHLEDY\Develop_testing\other\Data\IMT\19045\               	   0 	      2 	           1 	NULL          	               3 	             10 	                     0 	          3 	2020-10-09 08:50:03.000 	0                   	      0 	     1 	DA38CF5A-C5DA-4661-AB7A-9EABDFE18A04 	   0 	1         	           1 	    0
      1476 	19045-000000.SLDDRW: Bill of Materials1                                        	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      1477 	19045-980000.csv                                                               	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	         97 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      1478 	Part1.sldprt                                                                   	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	              12 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      1479 	Part1.SLDDRW                                                                   	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	              10 	             10 	                     0 	          3 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      1480 	ADSASD                                                                         	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               9 	             11 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	NULL      	           5 	    0
      1481 	LDFKVKSDFOV                                                                    	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               9 	             11 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	NULL      	           5 	    0
      1482 	VKDOFVSDFSVO                                                                   	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               9 	             11 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	NULL      	           5 	    0
      1483 	Part1.SLDDRW: Bill of Materials1                                               	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      1484 	Part1.SLDDRW: Bill of Materials1                                               	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      1485 	Part1.SLDDRW: Bill of Materials1                                               	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      1486 	Assem1.SLDASM                                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               3 	             11 	                     0 	          4 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      1487 	Assem1.SLDASM: Bill of Materials1                                              	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      1488 	19045-000000.SLDDRW: Bill of Materials1                                        	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      1489 	test2.dwg                                                                      	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	         19 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      1490 	a3.SLDDRW: Bill of Materials1                                                  	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      1491 	a3_000000.SLDDRW: Bill of Materials1                                           	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      2490 	Z831873-1_01-02-02-00.SLDDRW: Bill of Materials1                               	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      2491 	PART_3.SLDPRT                                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               4 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2492 	CONFIGURED_ASSY.SLDASM                                                         	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          4 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2493 	CONFIGURED_ASSY.SLDDRW                                                         	          5 	     2 	DELL-SMUTNY 	C:\POHLEDY\Develop_testing\other\Data\confi_assy\              	   0 	      2 	           1 	NULL          	               5 	             10 	                     0 	          3 	2021-02-03 10:02:15.000 	0                   	      0 	     1 	DA38CF5A-C5DA-4661-AB7A-9EABDFE18A04 	   0 	1         	           1 	    0
      2494 	CONFIGURED_ASSY.SLDDRW: Bill of Materials1                                     	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      2495 	CONFIGURED_ASSY.SLDDRW: Bill of Materials1                                     	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      2496 	CONFIGURED_ASSY.SLDDRW: Bill of Materials1                                     	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      2497 	CONFIGURED_ASSY.SLDDRW: Bill of Materials1                                     	          2 	     1 	            	                                                               	   0 	      1 	           1 	NULL          	               1 	              4 	                     0 	          1 	NULL                    	NULL                	      0 	     0 	NULL                                 	   0 	1         	           3 	    0
      2498 	deska spodni.SLDPRT                                                            	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2499 	deska_celo.SLDPRT                                                              	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2500 	deska_bocnice.SLDPRT                                                           	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2501 	karta.SLDPRT                                                                   	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2502 	karty.SLDASM                                                                   	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          4 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2503 	krabice.SLDASM                                                                 	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               3 	             10 	                     0 	          4 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2504 	hranol.SLDPRT                                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2505 	kostka.SLDPRT                                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               1 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2506 	vycpavka_celo.SLDPRT                                                           	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2507 	miska_dno.SLDPRT                                                               	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2508 	miska_bocnice.SLDPRT                                                           	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2509 	miska_celo.SLDPRT                                                              	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2510 	miska.SLDASM                                                                   	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          4 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2511 	prepazka.SLDPRT                                                                	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2512 	vycpavka_bocnice.SLDPRT                                                        	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2513 	vycpavka_dno.SLDPRT                                                            	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2514 	vycpavka_bocnice_mala.SLDPRT                                                   	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2515 	vycpavka_dno_male.SLDPRT                                                       	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2516 	viko_deska_tenka.SLDPRT                                                        	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2517 	viko_hranol_tenky_bok.SLDPRT                                                   	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2518 	viko_hranol_tenky_celo.SLDPRT                                                  	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2519 	viko_hranol_bok.SLDPRT                                                         	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2520 	viko.SLDASM                                                                    	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               3 	             10 	                     0 	          4 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2521 	viko_hranol_celo.SLDPRT                                                        	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2522 	viko_hranol_kratky.SLDPRT                                                      	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2523 	viko deska.SLDPRT                                                              	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2524 	pricnice_bok.SLDPRT                                                            	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
      2525 	pricnice_viko.SLDPRT                                                           	          2 	     1 	            	                                                               	   0 	      2 	           1 	NULL          	               2 	             10 	                     0 	          5 	NULL                    	0                   	      0 	     1 	NULL                                 	   0 	1         	           1 	    0
